EmployeeID ,Gender ,Age ,HireDate  ,YearsAtCompany ,Grade ,SalaryPerAnnum ,Country   ,SBU   ,BuisnesUnit            ,Practice        ,PerformanceScore ,GABL     ,EmploymentType ,Department ,AttritionRisk ,PromotionEligible ,ActiveStatus
E04123      ,Male   , 55 ,2007-06-25 ,              18 ,C     ,         3030000 ,USA       ,APAC  ,Manufacturing ,Data & AI       ,Average           ,Offshore ,Part-Time       ,Marketing  ,Medium         ,No                 ,Inactive
E04124      ,Male   , 58 ,2009-09-05 ,              16 ,B     ,         3180000 ,Singapore ,APAC  ,Telecom       ,Cybersecurity   ,Excellent         ,Offshore ,Contract        ,Sales      ,Low            ,No                 ,Active
E04125      ,Female , 31 ,2017-06-20 ,               8 ,A     ,         2830000 ,Germany   ,LATAM ,Public Sector ,Engineering     ,Good              ,Offshore ,Part-Time       ,IT         ,High           ,Yes                ,Active
E04126      ,Female , 29 ,2000-07-18 ,              25 ,E     ,         3460000 ,Australia ,APAC  ,Banking       ,Technology      ,Poor              ,Offshore ,Contract        ,IT         ,Low            ,Yes                ,Inactive
E04127      ,Female , 24 ,2009-03-21 ,              16 ,B     ,         2250000 ,France    ,APAC  ,Retail        ,Data & AI       ,Below Average     ,Offshore ,Contract        ,Sales      ,High           ,No                 ,Inactive
E04128      ,Female , 38 ,2013-09-04 ,              12 ,A     ,         3470000 ,France    ,CIS   ,Telecom       ,Engineering     ,Average           ,Offshore ,Part-Time       ,Finance    ,High           ,No                 ,Inactive
E04129      ,Male   , 35 ,2008-08-16 ,              17 ,E     ,         3170000 ,France    ,APAC  ,Insurance     ,Cybersecurity   ,Average           ,Offshore ,Full-Time       ,Sales      ,Low            ,Yes                ,Inactive
E04130      ,Male   , 26 ,2009-07-27 ,              16 ,B     ,         1910000 ,Germany   ,EU    ,Public Sector ,Engineering     ,Average           ,Offshore ,Contract        ,HR         ,High           ,No                 ,Active
E04131      ,Female , 40 ,2019-12-12 ,               6 ,C     ,         3450000 ,USA       ,EU    ,Energy        ,Technology      ,Average           ,Onshore  ,Part-Time       ,Finance    ,High           ,No                 ,Active
E04132      ,Male   , 45 ,2020-08-17 ,               5 ,B     ,         1730000 ,Germany   ,CIS   ,Public Sector ,Human Resources ,Average           ,Onshore  ,Full-Time       ,Operations ,Medium         ,Yes                ,Active
E04133      ,Female , 33 ,2016-01-02 ,               9 ,F     ,         1680000 ,France    ,FF    ,Insurance     ,Human Resources ,Poor              ,Onshore  ,Part-Time       ,Finance    ,Low            ,Yes                ,Active
E04134      ,Male   , 47 ,2009-07-31 ,              16 ,D     ,         2830000 ,India     ,CIS   ,Banking       ,Consulting      ,Average           ,Onshore  ,Contract        ,Operations ,Low            ,No                 ,Active
E04135      ,Male   , 58 ,2014-01-23 ,              11 ,C     ,         2680000 ,UK        ,EU    ,Telecom       ,Digital         ,Average           ,Onshore  ,Full-Time       ,Operations ,Medium         ,No                 ,Active
E04136      ,Male   , 37 ,2015-01-17 ,              10 ,C     ,         1920000 ,UK        ,APAC  ,Retail        ,Digital         ,Poor              ,Offshore ,Part-Time       ,Finance    ,Low            ,Yes                ,Active
E04137      ,Male   , 44 ,2007-08-25 ,              18 ,F     ,         2920000 ,USA       ,CIS   ,Insurance     ,Consulting      ,Good              ,Offshore ,Full-Time       ,Sales      ,High           ,Yes                ,Inactive
E04138      ,Male   , 53 ,2006-08-26 ,              19 ,F     ,         1840000 ,India     ,APAC  ,Energy        ,Consulting      ,Good              ,Offshore ,Part-Time       ,Operations ,Low            ,Yes                ,Active
E04139      ,Female , 24 ,2020-06-21 ,               5 ,D     ,          830000 ,Canada    ,LATAM ,Insurance     ,Cybersecurity   ,Average           ,Onshore  ,Full-Time       ,Marketing  ,Medium         ,Yes                ,Inactive
E04140      ,Male   , 23 ,2009-12-16 ,              16 ,D     ,         1570000 ,Singapore ,NA    ,Telecom       ,Consulting      ,Average           ,Onshore  ,Part-Time       ,Operations ,High           ,Yes                ,Active
E04141      ,Male   , 43 ,2002-04-16 ,              23 ,C     ,          730000 ,India     ,MEA   ,Energy        ,Engineering     ,Good              ,Onshore  ,Part-Time       ,HR         ,Low            ,No                 ,Active
E04142      ,Male   , 39 ,2016-10-15 ,               9 ,C     ,         1040000 ,Germany   ,FF    ,Public Sector ,Human Resources ,Poor              ,Offshore ,Full-Time       ,Operations ,Medium         ,Yes                ,Active
E04143      ,Male   , 49 ,2007-11-15 ,              18 ,C     ,          940000 ,Singapore ,NA    ,Banking       ,Data & AI       ,Below Average     ,Onshore  ,Full-Time       ,HR         ,Medium         ,No                 ,Inactive
E04144      ,Male   , 51 ,2012-07-14 ,              13 ,D     ,          860000 ,Brazil    ,EU    ,Energy        ,Technology      ,Average           ,Onshore  ,Full-Time       ,Operations ,Low            ,Yes                ,Inactive
E04145      ,Male   , 55 ,2006-05-25 ,              19 ,B     ,          880000 ,USA       ,LATAM ,Banking       ,Technology      ,Average           ,Onshore  ,Contract        ,Sales      ,Low            ,No                 ,Inactive
E04146      ,Male   , 28 ,2014-09-27 ,              11 ,E     ,         1240000 ,Japan     ,MEA   ,Energy        ,Engineering     ,Average           ,Onshore  ,Part-Time       ,IT         ,Low            ,Yes                ,Inactive
E04147      ,Male   , 41 ,2014-12-24 ,              11 ,E     ,         2170000 ,Japan     ,NA    ,Banking       ,Engineering     ,Good              ,Offshore ,Full-Time       ,Marketing  ,High           ,No                 ,Active
E04148      ,Female , 36 ,2001-12-12 ,              24 ,D     ,         1370000 ,Australia ,EU    ,Retail        ,Human Resources ,Average           ,Onshore  ,Contract        ,HR         ,Low            ,Yes                ,Active
E04149      ,Female , 25 ,2000-04-13 ,              25 ,B     ,          970000 ,UK        ,LATAM ,Energy        ,Digital         ,Poor              ,Offshore ,Part-Time       ,Marketing  ,Low            ,No                 ,Active
E04150      ,Male   , 59 ,2000-04-03 ,              25 ,D     ,         2860000 ,Germany   ,EU    ,Energy        ,Cybersecurity   ,Poor              ,Onshore  ,Part-Time       ,Sales      ,Medium         ,No                 ,Inactive
E04151      ,Male   , 47 ,2019-09-20 ,               6 ,E     ,         3340000 ,Australia ,EU    ,Manufacturing ,Technology      ,Good              ,Onshore  ,Contract        ,Sales      ,Low            ,No                 ,Inactive
E04152      ,Female , 50 ,2001-05-28 ,              24 ,A     ,         1650000 ,Germany   ,APAC  ,Retail        ,Data & AI       ,Good              ,Offshore ,Full-Time       ,IT         ,Low            ,No                 ,Active
E04153      ,Female , 54 ,2017-09-24 ,               8 ,B     ,         3210000 ,Brazil    ,LATAM ,Telecom       ,Engineering     ,Good              ,Offshore ,Contract        ,Finance    ,Low            ,Yes                ,Inactive
E04154      ,Male   , 29 ,2019-10-24 ,               6 ,A     ,         1120000 ,UK        ,APAC  ,Telecom       ,Technology      ,Below Average     ,Offshore ,Part-Time       ,IT         ,Medium         ,Yes                ,Inactive
E04155      ,Male   , 28 ,2015-10-02 ,              10 ,E     ,          870000 ,Australia ,NA    ,Telecom       ,Technology      ,Average           ,Onshore  ,Full-Time       ,Operations ,Medium         ,Yes                ,Active
E04156      ,Female , 29 ,2013-06-10 ,              12 ,B     ,         3230000 ,USA       ,CIS   ,Public Sector ,Human Resources ,Below Average     ,Offshore ,Contract        ,Legal      ,High           ,Yes                ,Inactive
E04157      ,Female , 29 ,2019-04-30 ,               6 ,F     ,          800000 ,Canada    ,EU    ,Insurance     ,Cybersecurity   ,Average           ,Onshore  ,Part-Time       ,Finance    ,Low            ,Yes                ,Inactive
E04158      ,Female , 54 ,2019-01-20 ,               6 ,E     ,          900000 ,Canada    ,FF    ,Telecom       ,Digital         ,Average           ,Onshore  ,Contract        ,Marketing  ,Medium         ,No                 ,Inactive
E04159      ,Male   , 29 ,2020-09-29 ,               5 ,A     ,         1810000 ,Germany   ,EU    ,Banking       ,Consulting      ,Good              ,Onshore  ,Full-Time       ,HR         ,Low            ,No                 ,Inactive
E04160      ,Male   , 45 ,2012-02-07 ,              13 ,F     ,          800000 ,France    ,FF    ,Telecom       ,Cybersecurity   ,Good              ,Onshore  ,Full-Time       ,Sales      ,High           ,Yes                ,Inactive
E04161      ,Female , 43 ,2006-04-27 ,              19 ,B     ,         2200000 ,Germany   ,FF    ,Retail        ,Data & AI       ,Good              ,Onshore  ,Contract        ,Marketing  ,High           ,Yes                ,Active
E04162      ,Male   , 29 ,2021-12-22 ,               4 ,F     ,          900000 ,USA       ,EU    ,Insurance     ,Data & AI       ,Poor              ,Onshore  ,Part-Time       ,Legal      ,Medium         ,Yes                ,Inactive
E04163      ,Female , 37 ,2007-04-12 ,              18 ,A     ,         1990000 ,France    ,EU    ,Manufacturing ,Technology      ,Good              ,Onshore  ,Full-Time       ,IT         ,Low            ,Yes                ,Inactive
E04164      ,Male   , 60 ,2015-06-29 ,              10 ,F     ,         1200000 ,Australia ,FF    ,Banking       ,Engineering     ,Below Average     ,Offshore ,Part-Time       ,Legal      ,Low            ,Yes                ,Inactive
E04165      ,Male   , 49 ,2019-08-16 ,               6 ,F     ,         3350000 ,France    ,LATAM ,Telecom       ,Digital         ,Below Average     ,Onshore  ,Part-Time       ,HR         ,Medium         ,No                 ,Active
E04166      ,Female , 51 ,2006-08-11 ,              19 ,C     ,         3490000 ,USA       ,MEA   ,Public Sector ,Human Resources ,Average           ,Offshore ,Part-Time       ,Legal      ,Low            ,No                 ,Active
E04167      ,Female , 22 ,2019-01-09 ,               6 ,B     ,         3040000 ,Brazil    ,EU    ,Energy        ,Digital         ,Excellent         ,Offshore ,Part-Time       ,HR         ,Medium         ,Yes                ,Active
E04168      ,Female , 26 ,2005-10-08 ,              20 ,D     ,         3500000 ,Australia ,MEA   ,Public Sector ,Data & AI       ,Good              ,Offshore ,Part-Time       ,IT         ,Low            ,Yes                ,Active
E04169      ,Female , 25 ,2005-03-03 ,              20 ,C     ,         1290000 ,Singapore ,CIS   ,Insurance     ,Digital         ,Average           ,Onshore  ,Part-Time       ,Legal      ,Medium         ,Yes                ,Inactive
E04170      ,Female , 35 ,2019-06-29 ,               6 ,F     ,         1110000 ,UK        ,CIS   ,Banking       ,Digital         ,Average           ,Offshore ,Part-Time       ,Sales      ,Low            ,No                 ,Inactive
E04171      ,Male   , 53 ,2022-11-11 ,               3 ,F     ,         3210000 ,Japan     ,MEA   ,Insurance     ,Engineering     ,Average           ,Offshore ,Full-Time       ,Marketing  ,High           ,Yes                ,Active
E04172      ,Male   , 30 ,2005-01-24 ,              20 ,B     ,         2700000 ,India     ,LATAM ,Telecom       ,Digital         ,Average           ,Offshore ,Full-Time       ,Marketing  ,Medium         ,Yes                ,Active
E04173      ,Female , 42 ,2008-04-25 ,              17 ,E     ,         3060000 ,UK        ,LATAM ,Insurance     ,Technology      ,Excellent         ,Offshore ,Part-Time       ,Operations ,High           ,Yes                ,Active
E04174      ,Female , 34 ,2022-12-17 ,               3 ,C     ,          730000 ,Canada    ,FF    ,Banking       ,Engineering     ,Average           ,Onshore  ,Full-Time       ,Sales      ,Low            ,No                 ,Active
E04175      ,Male   , 28 ,2003-08-14 ,              22 ,C     ,         2740000 ,France    ,LATAM ,Energy        ,Engineering     ,Average           ,Offshore ,Contract        ,Operations ,Medium         ,No                 ,Active
E04176      ,Male   , 46 ,2004-01-21 ,              21 ,B     ,         1450000 ,India     ,LATAM ,Insurance     ,Cybersecurity   ,Poor              ,Onshore  ,Full-Time       ,Sales      ,Medium         ,No                 ,Inactive
E04177      ,Female , 52 ,2008-07-23 ,              17 ,E     ,         1720000 ,Canada    ,APAC  ,Telecom       ,Data & AI       ,Average           ,Onshore  ,Contract        ,Marketing  ,Medium         ,Yes                ,Active
E04178      ,Female , 54 ,2013-05-27 ,              12 ,A     ,          760000 ,Brazil    ,EU    ,Insurance     ,Technology      ,Good              ,Offshore ,Part-Time       ,Operations ,Medium         ,Yes                ,Active
E04179      ,Female , 39 ,2016-11-24 ,               9 ,E     ,          860000 ,India     ,LATAM ,Banking       ,Data & AI       ,Good              ,Onshore  ,Full-Time       ,Marketing  ,Medium         ,No                 ,Active
E04180      ,Female , 30 ,2002-02-17 ,              23 ,F     ,         2280000 ,India     ,FF    ,Telecom       ,Data & AI       ,Good              ,Onshore  ,Part-Time       ,Finance    ,High           ,No                 ,Active
E04181      ,Female , 36 ,2008-01-17 ,              17 ,E     ,         1900000 ,France    ,FF    ,Public Sector ,Digital         ,Below Average     ,Offshore ,Full-Time       ,HR         ,Low            ,Yes                ,Inactive
E04182      ,Male   , 31 ,2003-02-11 ,              22 ,B     ,         1940000 ,USA       ,FF    ,Insurance     ,Engineering     ,Below Average     ,Offshore ,Full-Time       ,Finance    ,High           ,Yes                ,Active
E04183      ,Female , 45 ,2006-12-01 ,              19 ,C     ,         1630000 ,Germany   ,NA    ,Banking       ,Engineering     ,Below Average     ,Offshore ,Contract        ,Finance    ,Medium         ,Yes                ,Active
E04184      ,Female , 47 ,2007-12-03 ,              18 ,B     ,         2090000 ,Brazil    ,APAC  ,Insurance     ,Cybersecurity   ,Average           ,Onshore  ,Part-Time       ,Marketing  ,High           ,Yes                ,Inactive
E04185      ,Female , 47 ,2003-09-11 ,              22 ,D     ,         2440000 ,USA       ,APAC  ,Public Sector ,Data & AI       ,Below Average     ,Onshore  ,Full-Time       ,HR         ,High           ,Yes                ,Active
E04186      ,Female , 42 ,2017-03-31 ,               8 ,A     ,         1840000 ,Germany   ,EU    ,Manufacturing ,Digital         ,Average           ,Onshore  ,Contract        ,Operations ,Medium         ,Yes                ,Inactive
E04187      ,Male   , 37 ,2003-11-12 ,              22 ,B     ,         2420000 ,USA       ,NA    ,Manufacturing ,Human Resources ,Average           ,Onshore  ,Full-Time       ,Finance    ,Medium         ,No                 ,Inactive
E04188      ,Female , 32 ,2008-03-14 ,              17 ,B     ,         3130000 ,France    ,APAC  ,Public Sector ,Human Resources ,Average           ,Offshore ,Part-Time       ,HR         ,Low            ,Yes                ,Inactive
E04189      ,Female , 50 ,2019-08-20 ,               6 ,A     ,         2080000 ,France    ,CIS   ,Public Sector ,Consulting      ,Good              ,Offshore ,Full-Time       ,Legal      ,Low            ,Yes                ,Active
E04190      ,Female , 25 ,2005-06-22 ,              20 ,C     ,          970000 ,Australia ,EU    ,Retail        ,Consulting      ,Average           ,Offshore ,Full-Time       ,HR         ,Medium         ,Yes                ,Inactive
E04191      ,Female , 57 ,2011-11-19 ,              14 ,F     ,         3490000 ,Singapore ,CIS   ,Public Sector ,Digital         ,Average           ,Offshore ,Part-Time       ,HR         ,High           ,No                 ,Inactive
E04192      ,Male   , 53 ,2003-03-25 ,              22 ,E     ,         3300000 ,Brazil    ,FF    ,Telecom       ,Technology      ,Excellent         ,Onshore  ,Part-Time       ,Finance    ,Low            ,No                 ,Active
E04193      ,Female , 55 ,2023-04-21 ,               2 ,D     ,         1890000 ,India     ,EU    ,Banking       ,Consulting      ,Average           ,Offshore ,Full-Time       ,Marketing  ,High           ,No                 ,Active
E04194      ,Female , 23 ,2010-06-12 ,              15 ,E     ,         2700000 ,Singapore ,EU    ,Manufacturing ,Engineering     ,Average           ,Offshore ,Contract        ,HR         ,Medium         ,Yes                ,Active
E04195      ,Male   , 34 ,2003-06-28 ,              22 ,C     ,         1190000 ,Japan     ,NA    ,Telecom       ,Cybersecurity   ,Average           ,Offshore ,Full-Time       ,HR         ,Low            ,Yes                ,Active
E04196      ,Male   , 43 ,2012-12-11 ,              13 ,C     ,         1990000 ,UK        ,FF    ,Insurance     ,Data & AI       ,Below Average     ,Offshore ,Part-Time       ,Operations ,High           ,No                 ,Active
E04197      ,Male   , 29 ,2018-05-02 ,               7 ,E     ,         3220000 ,UK        ,LATAM ,Telecom       ,Digital         ,Average           ,Offshore ,Part-Time       ,Legal      ,Medium         ,No                 ,Inactive
E04198      ,Female , 43 ,2006-11-07 ,              19 ,F     ,          900000 ,Canada    ,APAC  ,Public Sector ,Cybersecurity   ,Average           ,Offshore ,Full-Time       ,IT         ,High           ,No                 ,Inactive
E04199      ,Male   , 56 ,2003-08-10 ,              22 ,D     ,         3240000 ,France    ,CIS   ,Telecom       ,Digital         ,Good              ,Onshore  ,Contract        ,Finance    ,High           ,Yes                ,Inactive
E04200      ,Female , 40 ,2019-07-26 ,               6 ,D     ,         1860000 ,France    ,LATAM ,Banking       ,Consulting      ,Good              ,Offshore ,Full-Time       ,Operations ,Low            ,Yes                ,Active
E04201      ,Female , 49 ,2010-09-26 ,              15 ,B     ,          840000 ,Canada    ,NA    ,Public Sector ,Cybersecurity   ,Poor              ,Offshore ,Part-Time       ,Legal      ,Medium         ,Yes                ,Active
E04202      ,Female , 30 ,2019-06-11 ,               6 ,C     ,         2680000 ,Canada    ,CIS   ,Energy        ,Data & AI       ,Good              ,Onshore  ,Part-Time       ,Legal      ,Low            ,No                 ,Active
E04203      ,Male   , 51 ,2002-08-09 ,              23 ,F     ,         2550000 ,USA       ,MEA   ,Telecom       ,Cybersecurity   ,Good              ,Offshore ,Part-Time       ,Finance    ,High           ,No                 ,Active
E04204      ,Female , 57 ,2023-02-04 ,               2 ,B     ,         1900000 ,Canada    ,MEA   ,Banking       ,Human Resources ,Average           ,Offshore ,Contract        ,HR         ,High           ,Yes                ,Active
E04205      ,Male   , 54 ,2011-04-24 ,              14 ,B     ,         2290000 ,Singapore ,MEA   ,Energy        ,Data & AI       ,Excellent         ,Offshore ,Part-Time       ,IT         ,High           ,No                 ,Active
E04206      ,Female , 42 ,2003-10-22 ,              22 ,E     ,         2200000 ,Brazil    ,APAC  ,Banking       ,Engineering     ,Average           ,Onshore  ,Part-Time       ,Sales      ,Medium         ,No                 ,Inactive
E04207      ,Male   , 59 ,2018-05-13 ,               7 ,E     ,         1490000 ,Singapore ,EU    ,Telecom       ,Technology      ,Average           ,Offshore ,Contract        ,Finance    ,High           ,Yes                ,Active
E04208      ,Female , 34 ,2015-09-13 ,              10 ,D     ,          760000 ,Singapore ,MEA   ,Retail        ,Technology      ,Below Average     ,Offshore ,Part-Time       ,HR         ,High           ,No                 ,Active
E04209      ,Male   , 27 ,2004-12-16 ,              21 ,A     ,         1350000 ,UK        ,FF    ,Public Sector ,Cybersecurity   ,Good              ,Onshore  ,Contract        ,Operations ,High           ,No                 ,Inactive
E04210      ,Male   , 27 ,2001-05-18 ,              24 ,D     ,         1080000 ,USA       ,NA    ,Energy        ,Consulting      ,Below Average     ,Offshore ,Full-Time       ,IT         ,High           ,Yes                ,Active
E04211      ,Female , 31 ,2020-04-07 ,               5 ,A     ,         2180000 ,Japan     ,APAC  ,Banking       ,Digital         ,Good              ,Onshore  ,Part-Time       ,Operations ,Low            ,Yes                ,Inactive
E04212      ,Male   , 45 ,2006-11-19 ,              19 ,E     ,         2470000 ,Canada    ,APAC  ,Retail        ,Engineering     ,Average           ,Offshore ,Contract        ,Operations ,Medium         ,No                 ,Inactive
E04213      ,Female , 23 ,2000-09-29 ,              25 ,C     ,         1010000 ,Germany   ,APAC  ,Telecom       ,Engineering     ,Below Average     ,Onshore  ,Contract        ,IT         ,High           ,No                 ,Inactive
E04214      ,Male   , 45 ,2009-10-16 ,              16 ,F     ,         1070000 ,Japan     ,LATAM ,Manufacturing ,Technology      ,Average           ,Offshore ,Part-Time       ,Operations ,Medium         ,No                 ,Inactive
E04215      ,Female , 52 ,2014-12-29 ,              11 ,E     ,         1340000 ,Canada    ,FF    ,Telecom       ,Human Resources ,Poor              ,Offshore ,Part-Time       ,IT         ,High           ,Yes                ,Inactive
E04216      ,Male   , 60 ,2006-11-05 ,              19 ,B     ,         1020000 ,USA       ,MEA   ,Public Sector ,Consulting      ,Good              ,Onshore  ,Part-Time       ,Finance    ,Medium         ,Yes                ,Inactive
E04217      ,Male   , 48 ,2011-12-27 ,              14 ,D     ,         3150000 ,Brazil    ,MEA   ,Banking       ,Consulting      ,Average           ,Offshore ,Full-Time       ,Finance    ,High           ,No                 ,Active
E04218      ,Female , 40 ,2013-07-07 ,              12 ,F     ,         2880000 ,Singapore ,EU    ,Banking       ,Cybersecurity   ,Average           ,Offshore ,Part-Time       ,Sales      ,High           ,No                 ,Active
E04219      ,Female , 60 ,2017-03-31 ,               8 ,D     ,         2470000 ,USA       ,APAC  ,Energy        ,Engineering     ,Average           ,Offshore ,Part-Time       ,HR         ,High           ,No                 ,Inactive
E04220      ,Female , 47 ,2022-07-10 ,               3 ,F     ,         2420000 ,Australia ,NA    ,Energy        ,Engineering     ,Poor              ,Onshore  ,Full-Time       ,HR         ,Medium         ,No                 ,Active
E04221      ,Female , 44 ,2010-04-20 ,              15 ,B     ,         1740000 ,USA       ,EU    ,Manufacturing ,Engineering     ,Average           ,Offshore ,Part-Time       ,Operations ,Low            ,No                 ,Active
E04222      ,Male   , 44 ,2001-03-11 ,              24 ,B     ,         2630000 ,Australia ,MEA   ,Manufacturing ,Human Resources ,Average           ,Onshore  ,Contract        ,Operations ,Medium         ,Yes                ,Active
E04223      ,Male   , 48 ,2006-07-04 ,              19 ,F     ,         1740000 ,India     ,CIS   ,Public Sector ,Engineering     ,Average           ,Onshore  ,Contract        ,Operations ,Low            ,Yes                ,Inactive
E04224      ,Male   , 49 ,2003-11-04 ,              22 ,F     ,         3380000 ,Germany   ,FF    ,Manufacturing ,Digital         ,Average           ,Offshore ,Contract        ,Finance    ,Low            ,No                 ,Active
E04225      ,Female , 37 ,2013-07-14 ,              12 ,D     ,         1920000 ,Australia ,FF    ,Retail        ,Consulting      ,Average           ,Onshore  ,Contract        ,HR         ,High           ,Yes                ,Active
E04226      ,Male   , 29 ,2020-09-08 ,               5 ,B     ,         2060000 ,Japan     ,MEA   ,Manufacturing ,Consulting      ,Excellent         ,Offshore ,Full-Time       ,IT         ,Low            ,No                 ,Active
E04227      ,Female , 40 ,2022-03-18 ,               3 ,F     ,         3100000 ,Japan     ,MEA   ,Manufacturing ,Engineering     ,Good              ,Offshore ,Part-Time       ,Finance    ,Low            ,No                 ,Inactive
E04228      ,Male   , 28 ,2003-01-28 ,              22 ,E     ,         2270000 ,Canada    ,CIS   ,Insurance     ,Engineering     ,Average           ,Onshore  ,Full-Time       ,Marketing  ,High           ,Yes                ,Active
E04229      ,Female , 22 ,2016-07-03 ,               9 ,A     ,         1880000 ,France    ,NA    ,Telecom       ,Data & AI       ,Average           ,Onshore  ,Contract        ,HR         ,High           ,Yes                ,Active
E04230      ,Male   , 38 ,2000-07-17 ,              25 ,F     ,         1590000 ,Canada    ,FF    ,Public Sector ,Technology      ,Good              ,Offshore ,Full-Time       ,Finance    ,Medium         ,No                 ,Inactive
E04231      ,Female , 22 ,2010-06-14 ,              15 ,B     ,         2310000 ,USA       ,MEA   ,Energy        ,Consulting      ,Average           ,Offshore ,Part-Time       ,Legal      ,Medium         ,Yes                ,Active
E04232      ,Male   , 42 ,2011-07-23 ,              14 ,A     ,         2770000 ,India     ,LATAM ,Telecom       ,Human Resources ,Average           ,Offshore ,Part-Time       ,Operations ,High           ,Yes                ,Inactive
E04233      ,Female , 53 ,2008-09-01 ,              17 ,B     ,         2680000 ,USA       ,NA    ,Insurance     ,Data & AI       ,Good              ,Offshore ,Contract        ,Operations ,High           ,No                 ,Inactive
E04234      ,Female , 34 ,2004-01-09 ,              21 ,C     ,         2070000 ,Canada    ,MEA   ,Retail        ,Cybersecurity   ,Good              ,Offshore ,Contract        ,Finance    ,High           ,No                 ,Active
E04235      ,Male   , 56 ,2011-11-07 ,              14 ,A     ,         2220000 ,Japan     ,CIS   ,Manufacturing ,Human Resources ,Good              ,Onshore  ,Full-Time       ,Operations ,Medium         ,No                 ,Inactive
E04236      ,Male   , 58 ,2017-03-05 ,               8 ,E     ,          940000 ,Germany   ,CIS   ,Manufacturing ,Cybersecurity   ,Average           ,Onshore  ,Part-Time       ,IT         ,Medium         ,No                 ,Inactive
E04237      ,Male   , 26 ,2007-07-02 ,              18 ,D     ,         2180000 ,Australia ,APAC  ,Insurance     ,Data & AI       ,Good              ,Offshore ,Full-Time       ,IT         ,High           ,Yes                ,Active
E04238      ,Female , 56 ,2006-11-02 ,              19 ,D     ,         1120000 ,India     ,EU    ,Public Sector ,Technology      ,Good              ,Offshore ,Contract        ,Operations ,Low            ,Yes                ,Inactive
E04239      ,Male   , 60 ,2009-10-28 ,              16 ,C     ,         3160000 ,Australia ,FF    ,Insurance     ,Technology      ,Excellent         ,Onshore  ,Full-Time       ,Finance    ,High           ,Yes                ,Inactive
E04240      ,Female , 38 ,2009-03-10 ,              16 ,D     ,         2130000 ,UK        ,CIS   ,Telecom       ,Human Resources ,Average           ,Offshore ,Contract        ,HR         ,Medium         ,No                 ,Inactive
E04241      ,Male   , 25 ,2011-01-10 ,              14 ,D     ,          980000 ,Canada    ,APAC  ,Telecom       ,Digital         ,Good              ,Onshore  ,Contract        ,Finance    ,Low            ,No                 ,Inactive
E04242      ,Female , 45 ,2018-04-11 ,               7 ,E     ,         3500000 ,Canada    ,EU    ,Manufacturing ,Cybersecurity   ,Average           ,Offshore ,Full-Time       ,Finance    ,Medium         ,No                 ,Active
E04243      ,Male   , 22 ,2010-10-22 ,              15 ,F     ,         2480000 ,Singapore ,LATAM ,Retail        ,Human Resources ,Good              ,Offshore ,Part-Time       ,HR         ,High           ,No                 ,Active
E04244      ,Female , 46 ,2015-06-02 ,              10 ,A     ,         1040000 ,USA       ,CIS   ,Manufacturing ,Human Resources ,Poor              ,Onshore  ,Contract        ,IT         ,High           ,No                 ,Inactive
E04245      ,Female , 45 ,2012-06-07 ,              13 ,B     ,         1790000 ,Australia ,APAC  ,Public Sector ,Data & AI       ,Average           ,Onshore  ,Part-Time       ,Sales      ,Low            ,Yes                ,Inactive
E04246      ,Male   , 26 ,2019-02-19 ,               6 ,A     ,         1250000 ,Brazil    ,LATAM ,Telecom       ,Human Resources ,Excellent         ,Onshore  ,Contract        ,Finance    ,High           ,Yes                ,Active
E04247      ,Male   , 24 ,2017-08-07 ,               8 ,A     ,         3130000 ,France    ,EU    ,Manufacturing ,Human Resources ,Good              ,Onshore  ,Full-Time       ,HR         ,Low            ,No                 ,Active
E04248      ,Male   , 43 ,2011-05-12 ,              14 ,E     ,         2890000 ,Brazil    ,LATAM ,Banking       ,Consulting      ,Average           ,Offshore ,Contract        ,Legal      ,Low            ,No                 ,Active
E04249      ,Female , 30 ,2021-09-29 ,               4 ,C     ,         1410000 ,Brazil    ,NA    ,Manufacturing ,Data & AI       ,Average           ,Offshore ,Full-Time       ,Sales      ,Medium         ,No                 ,Active
E04250      ,Male   , 51 ,2001-11-04 ,              24 ,D     ,         1010000 ,UK        ,CIS   ,Manufacturing ,Data & AI       ,Average           ,Offshore ,Part-Time       ,HR         ,High           ,No                 ,Inactive
E04251      ,Male   , 46 ,2020-09-07 ,               5 ,A     ,         1890000 ,Singapore ,FF    ,Retail        ,Human Resources ,Good              ,Onshore  ,Contract        ,Finance    ,Low            ,Yes                ,Inactive
E04252      ,Female , 26 ,2001-09-24 ,              24 ,A     ,         2930000 ,Singapore ,MEA   ,Public Sector ,Consulting      ,Good              ,Onshore  ,Contract        ,Legal      ,High           ,Yes                ,Active
E04253      ,Female , 59 ,2004-01-31 ,              21 ,F     ,         1080000 ,Germany   ,EU    ,Energy        ,Digital         ,Average           ,Onshore  ,Contract        ,IT         ,High           ,No                 ,Active
E04254      ,Male   , 25 ,2018-01-12 ,               7 ,E     ,         1720000 ,Australia ,LATAM ,Manufacturing ,Human Resources ,Average           ,Offshore ,Part-Time       ,Finance    ,Low            ,No                 ,Inactive
E04255      ,Female , 40 ,2011-11-25 ,              14 ,A     ,         2910000 ,UK        ,MEA   ,Banking       ,Data & AI       ,Good              ,Offshore ,Part-Time       ,IT         ,High           ,Yes                ,Active
